,antecedent,consequent,support,support_antecedent,confidence,lift,n_transactions,n_support_antecedent,n_confidence,str,html
167,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),"0,26","0,42","0,63","2,03",125,52,33,"42% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>, dos quais 63% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>42%</span><span class='rule_ant_frac'>(52/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>63%</span><span class='rule_con_frac'>(33/52)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>."
168,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),"0,2","0,31","0,64","2,17",125,39,25,"31% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>, dos quais 64% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>31%</span><span class='rule_ant_frac'>(39/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>64%</span><span class='rule_con_frac'>(25/39)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>."
169,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),"0,2","0,3","0,68","2,17",125,37,25,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>, dos quais 68% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>68%</span><span class='rule_con_frac'>(25/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>."
170,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente'}),"0,22","0,31","0,72","1,34",125,39,28,"31% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>, dos quais 72% também responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>31%</span><span class='rule_ant_frac'>(39/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>72%</span><span class='rule_con_frac'>(28/39)</span> também responderam que <span class='rule_con_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente</span>."
171,frozenset({'Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante'}),"0,22","0,54","0,42","1,34",125,67,28,"54% responderam que <b>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente</b>, dos quais 42% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>54%</span><span class='rule_ant_frac'>(67/125)</span> responderam que <span class='rule_ant_str'>Quais tipos de vinhos você costuma consumir? Assinale de acordo com o seu grau de consumo. [Bebo vinho Rosé] Nunca ou raramente</span>, dos quais <span class='rule_con_perc'>42%</span><span class='rule_con_frac'>(28/67)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Responsabilidade social da vinícola/estabelecimento] Nada ou pouco importante</span>."
172,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),"0,25","0,36","0,69","1,66",125,45,31,"36% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>, dos quais 69% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>36%</span><span class='rule_ant_frac'>(45/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>69%</span><span class='rule_con_frac'>(31/45)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>."
173,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),"0,25","0,42","0,6","1,66",125,52,31,"42% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>, dos quais 60% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>42%</span><span class='rule_ant_frac'>(52/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>60%</span><span class='rule_con_frac'>(31/52)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>."
174,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),frozenset({'Qual sua renda mensal? R$7.501 ou mais'}),"0,2","0,36","0,56","1,39",125,45,25,"36% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>, dos quais 56% também responderam que <b>Qual sua renda mensal? R$7.501 ou mais</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>36%</span><span class='rule_ant_frac'>(45/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>56%</span><span class='rule_con_frac'>(25/45)</span> também responderam que <span class='rule_con_str'>Qual sua renda mensal? R$7.501 ou mais</span>."
175,frozenset({'Qual sua renda mensal? R$7.501 ou mais'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante'}),"0,2","0,4","0,5","1,39",125,50,25,"40% responderam que <b>Qual sua renda mensal? R$7.501 ou mais</b>, dos quais 50% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>40%</span><span class='rule_ant_frac'>(50/125)</span> responderam que <span class='rule_ant_str'>Qual sua renda mensal? R$7.501 ou mais</span>, dos quais <span class='rule_con_perc'>50%</span><span class='rule_con_frac'>(25/50)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Rótulo da garrafa] Nada ou pouco importante</span>."
176,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante'}),"0,21","0,5","0,42","1,46",125,62,26,"50% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>, dos quais 42% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>50%</span><span class='rule_ant_frac'>(62/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>42%</span><span class='rule_con_frac'>(26/62)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</span>."
177,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),"0,21","0,29","0,72","1,46",125,36,26,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</b>, dos quais 72% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>72%</span><span class='rule_con_frac'>(26/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>."
178,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),"0,35","0,5","0,71","1,58",125,62,44,"50% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>, dos quais 71% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>50%</span><span class='rule_ant_frac'>(62/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>71%</span><span class='rule_con_frac'>(44/62)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>."
179,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),"0,35","0,45","0,79","1,58",125,56,44,"45% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>, dos quais 79% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>45%</span><span class='rule_ant_frac'>(56/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>79%</span><span class='rule_con_frac'>(44/56)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>."
180,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),"0,28","0,5","0,56","1,41",125,62,35,"50% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>, dos quais 56% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>50%</span><span class='rule_ant_frac'>(62/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>56%</span><span class='rule_con_frac'>(35/62)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>."
181,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),"0,28","0,4","0,7","1,41",125,50,35,"40% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>, dos quais 70% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>40%</span><span class='rule_ant_frac'>(50/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>70%</span><span class='rule_con_frac'>(35/50)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>."
182,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),frozenset({'Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas'}),"0,24","0,5","0,48","1,31",125,62,30,"50% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>, dos quais 48% também responderam que <b>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>50%</span><span class='rule_ant_frac'>(62/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>48%</span><span class='rule_con_frac'>(30/62)</span> também responderam que <span class='rule_con_str'>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</span>."
183,frozenset({'Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante'}),"0,24","0,37","0,65","1,31",125,46,30,"37% responderam que <b>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</b>, dos quais 65% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>37%</span><span class='rule_ant_frac'>(46/125)</span> responderam que <span class='rule_ant_str'>Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas</span>, dos quais <span class='rule_con_perc'>65%</span><span class='rule_con_frac'>(30/46)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Importante ou muito importante</span>."
184,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,23","0,26","0,88","3,05",125,33,29,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>, dos quais 88% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(33/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>88%</span><span class='rule_con_frac'>(29/33)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
185,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),"0,23","0,29","0,81","3,05",125,36,29,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 81% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>81%</span><span class='rule_con_frac'>(29/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>."
186,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,22","0,42","0,54","1,87",125,52,28,"42% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>, dos quais 54% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>42%</span><span class='rule_ant_frac'>(52/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>54%</span><span class='rule_con_frac'>(28/52)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
187,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),"0,22","0,29","0,78","1,87",125,36,28,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 78% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>78%</span><span class='rule_con_frac'>(28/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>."
188,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),"0,2","0,42","0,48","1,62",125,52,25,"42% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>, dos quais 48% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>42%</span><span class='rule_ant_frac'>(52/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>48%</span><span class='rule_con_frac'>(25/52)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>."
189,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante'}),"0,2","0,3","0,68","1,62",125,37,25,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</b>, dos quais 68% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>68%</span><span class='rule_con_frac'>(25/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Nada ou pouco importante</span>."
190,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),"0,26","0,45","0,59","1,47",125,56,33,"45% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>, dos quais 59% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>45%</span><span class='rule_ant_frac'>(56/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>59%</span><span class='rule_con_frac'>(33/56)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>."
