,antecedent,consequent,support,support_antecedent,confidence,lift,n_transactions,n_support_antecedent,n_confidence,str,html
99,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),"0,38","0,52","0,72","1,61",125,65,47,"52% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</b>, dos quais 72% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>52%</span><span class='rule_ant_frac'>(65/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>72%</span><span class='rule_con_frac'>(47/65)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>."
100,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante'}),"0,38","0,45","0,84","1,61",125,56,47,"45% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>, dos quais 84% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>45%</span><span class='rule_ant_frac'>(56/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>84%</span><span class='rule_con_frac'>(47/56)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</span>."
101,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),"0,29","0,52","0,55","1,38",125,65,36,"52% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</b>, dos quais 55% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>52%</span><span class='rule_ant_frac'>(65/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>55%</span><span class='rule_con_frac'>(36/65)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>."
102,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante'}),"0,29","0,4","0,72","1,38",125,50,36,"40% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</b>, dos quais 72% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>40%</span><span class='rule_ant_frac'>(50/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Teor alcoólico] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>72%</span><span class='rule_con_frac'>(36/50)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Importante ou muito importante</span>."
103,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante'}),"0,2","0,26","0,78","2,27",125,32,25,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>, dos quais 78% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(32/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>78%</span><span class='rule_con_frac'>(25/32)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante</span>."
104,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),"0,2","0,34","0,58","2,27",125,43,24,"34% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante</b>, dos quais 58% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>34%</span><span class='rule_ant_frac'>(43/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>58%</span><span class='rule_con_frac'>(24/43)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>."
105,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),"0,23","0,26","0,91","3,43",125,32,29,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>, dos quais 91% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(32/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>91%</span><span class='rule_con_frac'>(29/32)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>."
106,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),"0,23","0,26","0,88","3,43",125,33,29,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</b>, dos quais 88% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(33/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Safra] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>88%</span><span class='rule_con_frac'>(29/33)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>."
107,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),"0,22","0,26","0,88","3,04",125,32,28,"26% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>, dos quais 88% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>26%</span><span class='rule_ant_frac'>(32/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>88%</span><span class='rule_con_frac'>(28/32)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>."
108,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante'}),"0,22","0,29","0,78","3,04",125,36,28,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</b>, dos quais 78% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>78%</span><span class='rule_con_frac'>(28/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Idade] Nada ou pouco importante</span>."
109,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),"0,47","0,62","0,76","1,33",125,78,59,"62% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>, dos quais 76% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>62%</span><span class='rule_ant_frac'>(78/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>76%</span><span class='rule_con_frac'>(59/78)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>."
110,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),"0,47","0,57","0,83","1,33",125,71,59,"57% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>, dos quais 83% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>57%</span><span class='rule_ant_frac'>(71/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>83%</span><span class='rule_con_frac'>(59/71)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>."
111,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante'}),"0,26","0,62","0,41","1,39",125,78,32,"62% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>, dos quais 41% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>62%</span><span class='rule_ant_frac'>(78/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>41%</span><span class='rule_con_frac'>(32/78)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</span>."
112,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),"0,26","0,3","0,86","1,39",125,37,32,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</b>, dos quais 86% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>86%</span><span class='rule_con_frac'>(32/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>."
113,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante'}),"0,38","0,62","0,62","1,33",125,78,48,"62% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>, dos quais 62% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>62%</span><span class='rule_ant_frac'>(78/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>62%</span><span class='rule_con_frac'>(48/78)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</span>."
114,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante'}),"0,38","0,46","0,83","1,33",125,58,48,"46% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</b>, dos quais 83% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>46%</span><span class='rule_ant_frac'>(58/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>83%</span><span class='rule_con_frac'>(48/58)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Marca/vinícola] Importante ou muito importante</span>."
115,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante'}),"0,26","0,57","0,46","1,57",125,71,33,"57% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>, dos quais 46% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>57%</span><span class='rule_ant_frac'>(71/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>46%</span><span class='rule_con_frac'>(33/71)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</span>."
116,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),"0,26","0,3","0,89","1,57",125,37,33,"30% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</b>, dos quais 89% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>30%</span><span class='rule_ant_frac'>(37/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Prêmios/medalhas] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>89%</span><span class='rule_con_frac'>(33/37)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>."
117,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante'}),"0,42","0,57","0,75","1,61",125,71,53,"57% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>, dos quais 75% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>57%</span><span class='rule_ant_frac'>(71/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>75%</span><span class='rule_con_frac'>(53/71)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</span>."
118,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),"0,42","0,46","0,91","1,61",125,58,53,"46% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</b>, dos quais 91% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>46%</span><span class='rule_ant_frac'>(58/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>91%</span><span class='rule_con_frac'>(53/58)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>."
119,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),"0,22","0,29","0,78","1,37",125,36,28,"29% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</b>, dos quais 78% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>29%</span><span class='rule_ant_frac'>(36/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Serviço de entrega] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>78%</span><span class='rule_con_frac'>(28/36)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>."
120,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),"0,35","0,57","0,62","1,38",125,71,44,"57% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>, dos quais 62% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>57%</span><span class='rule_ant_frac'>(71/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>62%</span><span class='rule_con_frac'>(44/71)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>."
121,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante'}),"0,35","0,45","0,79","1,38",125,56,44,"45% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</b>, dos quais 79% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>45%</span><span class='rule_ant_frac'>(56/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Tempo em barril de carvalho] Importante ou muito importante</span>, dos quais <span class='rule_con_perc'>79%</span><span class='rule_con_frac'>(44/56)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Importante ou muito importante</span>."
122,frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Nada ou pouco importante'}),frozenset({'Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Nada ou pouco importante'}),"0,2","0,22","0,89","3,28",125,28,25,"22% responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Nada ou pouco importante</b>, dos quais 89% também responderam que <b>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Nada ou pouco importante</b>","<span class='rule_grupo'>Geral</span>: <span class='rule_ant_perc'>22%</span><span class='rule_ant_frac'>(28/125)</span> responderam que <span class='rule_ant_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [País de origem] Nada ou pouco importante</span>, dos quais <span class='rule_con_perc'>89%</span><span class='rule_con_frac'>(25/28)</span> também responderam que <span class='rule_con_str'>Quais atributos  do vinho influenciam na hora de comprar? Assinale de acordo com o grau de importância. [Região dos país de origem] Nada ou pouco importante</span>."
